timestamp,open,high,low,close,adjusted close,volume,dividend amount
2024-06-28,192.9000,220.2000,192.1500,210.6200,210.6200,1723984420,0.0000
2024-05-31,169.5800,193.0000,169.1100,192.2500,192.2500,1336570142,0.2500
2024-04-30,171.1900,178.3600,164.0750,170.3300,170.0977,1240410671,0.0000
2024-03-28,179.5500,180.5300,168.4900,171.4800,171.2461,1430780147,0.0000
2024-02-29,183.9850,191.0500,179.2500,180.7500,180.5035,1161711745,0.2400
2024-01-31,187.1500,196.3800,180.1700,184.4000,183.9148,1187139861,0.0000
2023-12-29,190.3300,199.6200,187.4511,192.5300,192.0234,1062317718,0.0000
2023-11-30,171.0000,192.9300,170.1200,189.9500,189.4502,1099760711,0.2400
2023-10-31,171.2200,182.3400,165.6700,170.7700,170.1016,1172845791,0.0000
2023-09-29,189.4850,189.9800,167.6200,171.2100,170.5399,1337873796,0.0000
2023-08-31,196.2350,196.7300,171.9600,187.8700,187.1347,1323817340,0.2400
2023-07-31,193.7800,198.2300,186.6000,196.4500,195.4173,996368613,0.0000
2023-06-30,177.7000,194.4800,176.9306,193.9700,192.9504,1297863403,0.0000
2023-05-31,169.2800,179.3500,164.3100,177.2500,176.3182,1275052503,0.2400
2023-04-28,164.2700,169.8500,159.7800,169.6800,168.5536,967580718,0.0000
2023-03-31,146.8300,165.0000,143.9000,164.9000,163.8054,1520461315,0.0000
2023-02-28,143.9700,157.3800,141.3200,147.4100,146.4315,1307294493,0.2300
2023-01-31,130.2800,147.2300,124.1700,144.2900,143.1142,1443652725,0.0000
2022-12-30,148.2100,150.9199,125.8700,129.9300,128.8712,1675731304,0.0000
2022-11-30,155.0800,155.4500,134.3800,148.0300,146.8237,1724948219,0.2300
2022-10-31,138.2100,157.5000,134.3700,153.3400,151.8381,1868381344,0.0000
2022-09-30,156.6400,164.2600,138.0000,138.2000,136.8464,2083968147,0.0000
2022-08-31,161.0100,176.1500,157.1400,157.2200,155.6801,1509735435,0.2300
2022-07-29,136.0400,163.6300,135.6600,162.5100,160.6947,1447364668,0.0000
2022-06-30,149.9000,151.7400,129.0400,136.7200,135.1928,1749297959,0.0000
2022-05-31,156.7100,166.4800,132.6100,148.8400,147.1774,2400305601,0.2300
2022-04-29,174.0300,178.4900,155.3800,157.6500,155.6614,1683547838,0.0000
2022-03-31,164.6950,179.6100,150.1000,174.6100,172.4075,2171827429,0.0000
2022-02-28,174.0100,176.6500,152.0000,165.1200,163.0372,1628570227,0.2200
2022-01-31,177.8300,182.9400,154.7000,174.7800,172.3554,2106513962,0.0000
2021-12-31,167.4800,182.1300,157.8000,177.5700,175.1067,2443227128,0.0000
2021-11-30,148.9850,165.7000,147.4800,165.3000,163.0069,1688864233,0.2200
2021-10-29,141.9000,153.1650,138.2700,149.8000,147.5074,1565079040,0.0000
2021-09-30,152.8300,157.2600,141.2700,141.5000,139.3344,1797948421,0.0000
2021-08-31,146.3600,153.4900,144.5000,151.8300,149.5063,1462773381,0.2200
