timestamp,open,high,low,close,adjusted close,volume,dividend amount
2024-07-01,30.9100,31.0200,30.6100,30.8400,30.8400,32401760,0.0000
2024-06-28,31.0300,31.4800,29.9400,30.9700,30.9700,753487744,0.0000
2024-05-31,30.1700,32.4200,29.7300,30.8500,30.8500,1024249698,0.1250
2024-04-30,44.2900,45.4100,30.4200,30.4700,30.3475,1256392628,0.0000
2024-03-28,43.4100,46.6277,40.5700,44.1700,43.9924,947651241,0.0000
2024-02-29,43.1500,45.2700,41.6000,43.0500,42.8769,815860611,0.1250
2024-01-31,49.2000,50.3000,42.3600,43.0800,42.7817,1001389200,0.0000
2023-12-29,44.3600,51.2800,41.1700,50.2500,49.9021,828582180,0.0000
2023-11-30,36.5000,45.3400,36.2800,44.7000,44.3905,807966158,0.1250
2023-10-31,35.6100,37.2200,32.1450,36.5000,36.1283,795494542,0.0000
2023-09-29,35.7900,40.0681,33.6400,35.5500,35.1879,841416372,0.0000
2023-08-31,35.8200,36.0200,32.0200,35.1400,34.7821,716172370,0.1250
2023-07-31,33.5400,37.1900,31.3800,35.7700,35.2802,791861471,0.0000
2023-06-30,31.8000,37.1100,29.6950,33.4400,32.9821,1065522382,0.0000
2023-05-31,31.1100,32.2900,26.8550,31.4400,31.0095,967768584,0.1250
2023-04-28,32.9400,33.8400,28.5100,31.0600,30.5126,728454261,0.0000
2023-03-31,25.0300,32.9000,24.9700,32.6700,32.0942,1193689535,0.0000
2023-02-28,27.8900,31.1700,24.7300,24.9300,24.4906,880351327,0.3650
2023-01-31,27.0450,30.4900,26.3700,28.2600,27.4132,840843151,0.0000
2022-12-30,30.2400,30.4800,25.3500,26.4300,25.6380,758549634,0.0000
2022-11-30,28.8000,31.3350,27.1700,30.0700,29.1690,788939892,0.3650
2022-10-31,26.3300,29.2186,24.5900,28.4300,27.2257,981086384,0.0000
2022-09-30,31.5720,32.3750,25.7400,25.7700,24.6784,888333621,0.0000
2022-08-31,36.0500,37.6900,31.7700,31.9200,30.5679,899196933,0.3650
2022-07-29,37.0900,40.7300,35.2400,36.3100,34.4196,792971401,0.0000
2022-06-30,44.7700,44.9300,36.6000,37.4100,35.4623,783410262,0.0000
2022-05-31,43.7200,46.6400,40.3100,44.4200,42.1074,773074449,0.3650
2022-04-29,49.8300,49.9000,43.5000,43.5900,40.9852,639104164,0.0000
